width,height,food_class_idx,food_weight,user_age,user_weight,activity_level,kalori,protein,lemak
216,371,6,57.80426674190154,40,60,1.75,89.5966134499474,7.514554676447201,6.35846934160917
275,464,9,130.4593031607852,25,70,2.0,345.7171533760808,11.741337284470667,4.174697701145126
401,391,0,142.81008014026287,25,75,1.5,185.65310418234174,3.570252003506572,0.4284302404207886
428,180,7,271.6790088546272,40,60,2.0,679.1975221365681,70.63654230220308,40.751851328194086
55,376,9,101.77769344335164,25,75,1.2,269.7108876248818,9.159992409901648,3.2568861901872523
111,439,0,129.2093679495802,40,80,1.2,167.97217833445427,3.2302341987395056,0.38762810384874063
87,347,10,91.71083017362534,30,60,1.2,368.6775372979738,22.927707543406335,30.264573957296363
63,151,4,156.79694372439087,25,80,1.5,39.19923593109772,2.822344987039036,0.31359388744878175
97,145,4,251.95528455232724,30,80,1.2,62.98882113808181,4.535195121941891,0.5039105691046545
52,206,9,93.87873103688042,40,90,1.75,248.77863724773312,8.449085793319238,3.0041193931801735
112,393,11,254.20854369900377,25,70,1.75,350.8077903046252,11.43938446645517,5.084170873980075
401,201,5,236.98960732435637,25,60,1.2,123.23459580866532,1.184948036621782,0.47397921464871273
307,265,10,112.40206582287968,40,60,1.75,451.85630460797626,28.10051645571992,37.09268172155029
195,202,2,245.2547986322363,30,90,1.75,188.84619494682195,4.905095972644726,0.2452547986322363
209,128,6,122.97804132962449,25,60,1.5,190.61596406091797,15.987145372851185,13.527584546258694
116,242,7,268.8103404548839,36,80,2.0,672.0258511372097,69.89068851826981,40.32155106823258
60,374,6,163.0683990192172,40,75,2.0,252.75601847978666,21.198891872498237,17.93752389211389
82,378,10,58.400557973402,30,80,1.75,234.77024305307603,14.6001394933505,19.272184131222662
184,489,6,82.2068530596934,30,70,2.0,127.42062224252477,10.686890897760142,9.042753836566273
71,150,3,277.85236294852405,40,80,2.0,572.3758676739595,61.12751984867529,33.34228355382288
218,374,0,250.2724554200996,40,70,2.0,325.35419204612947,6.25681138550249,0.7508173662602988
125,234,2,290.38561750018016,25,70,1.2,223.59692547513873,5.807712350003603,0.29038561750018016
200,372,10,64.00804662988386,50,60,2.0,257.3123474521331,16.002011657470966,21.122655387861677
270,411,10,164.9107543724303,40,70,2.0,662.9412325771697,41.22768859310757,54.420548942901995
298,115,8,117.30500058747899,50,70,2.0,49.26810024674117,3.988370019974286,1.17305000587479
338,343,9,103.75543851215286,50,80,1.2,274.9519120572051,9.337989466093758,3.3201740323888917
126,174,1,237.50180763152932,50,60,1.75,567.6293202393551,64.12548806051292,33.25025306841411
450,321,6,190.579944963797,30,70,1.2,295.3989146938854,24.775392845293613,20.96379394601767
423,114,1,237.6541066643162,30,60,1.5,567.9933149277158,64.16660879936538,33.271574933004274
464,254,9,188.4537583058008,25,70,1.2,499.40245951037207,16.96083824752207,6.030520265785626
419,168,11,257.6379620907919,50,60,1.75,355.54038768529284,11.593708294085635,5.152759241815838
244,318,3,96.97591008597217,40,90,2.0,199.7703747771027,21.334700218913877,11.63710921031666
240,309,0,68.6084039687,30,75,2.0,89.19092515931001,1.7152100992175001,0.2058252119061
77,497,0,248.4601052817505,50,75,1.75,322.9981368662756,6.2115026320437625,0.7453803158452514
219,127,3,146.35683686633882,40,80,2.0,301.495083944658,32.19850411059454,17.56282042396066
232,303,10,230.2125138341819,25,80,1.75,925.4543056134111,57.55312845854547,75.97012956528003
200,286,1,157.70308331827422,40,70,1.75,376.9103691306754,42.57983249593404,22.078431664558394
443,326,8,153.107036517942,40,70,1.2,64.30495533753563,5.2056392416100286,1.53107036517942
189,330,6,69.50821422190276,40,70,2.0,107.73773204394928,9.03606784884736,7.645903564409304
366,224,8,75.55294427224112,40,70,2.0,31.73223659434127,2.5688001052561984,0.7555294427224112
211,419,5,199.1519063904147,40,90,1.2,103.55899132301565,0.9957595319520735,0.3983038127808294
294,143,4,76.428701349437,36,60,2.0,19.10717533735925,1.3757166242898662,0.15285740269887402
169,101,9,79.72930256933476,25,75,1.75,211.2826518087371,7.175637231240128,2.5513376822187124
223,75,2,202.04362309128402,40,90,1.5,155.5735897802887,4.04087246182568,0.202043623091284
176,63,8,160.6765776537499,50,60,1.75,67.48416261457496,5.463003640227496,1.606765776537499
119,492,5,123.95262937615601,30,80,2.0,64.45536727560113,0.61976314688078,0.24790525875231204
150,223,4,252.25758783032768,50,75,1.75,63.06439695758192,4.540636580945899,0.5045151756606554
413,482,6,278.1816782996899,36,80,2.0,431.1816013645194,36.16361817895969,30.59998461296589
276,425,8,87.04096035906181,30,75,1.2,36.55720335080596,2.959392652208102,0.8704096035906181
83,376,8,84.2235268732858,50,75,1.5,35.37388128678004,2.8635999136917176,0.842235268732858
211,418,3,195.06523114420642,50,70,1.2,401.83437615706526,42.914350851725416,23.40782773730477
236,356,1,275.87259056545355,25,70,1.5,659.335491451434,74.48559945267246,38.6221626791635
440,161,2,198.05269907541057,30,90,1.5,152.50057828806615,3.9610539815082118,0.19805269907541057
129,432,10,73.10606904773607,25,75,1.2,293.88639757189895,18.276517261934018,24.125002785752905
395,405,4,84.8617778123057,36,70,1.2,21.215444453076426,1.5275120006215028,0.16972355562461142
95,156,8,282.0117780007833,36,60,1.75,118.44494676032897,9.588400452026633,2.820117780007833
264,399,6,200.87968983713205,50,90,1.75,311.3635192475547,26.114359678827167,22.096765882084526
82,463,2,278.3352239548552,36,70,1.75,214.31812244523852,5.566704479097105,0.2783352239548552
394,300,3,197.6981946453821,40,60,1.2,407.25828096948715,43.49360282198406,23.72378335744585
454,88,11,198.41637147623763,30,90,2.0,273.8145926372079,8.928736716430693,3.9683274295247526
106,158,8,232.5846257271675,36,80,1.5,97.68554280541035,7.907877274723695,2.325846257271675
164,114,4,74.31351380130806,30,75,1.2,18.578378450327016,1.3376432484235452,0.14862702760261612
183,109,7,106.03460125017736,40,60,2.0,265.0865031254434,27.568996325046115,15.905190187526603
387,252,11,168.77554370518726,40,70,1.75,232.9102503131584,7.594899466733427,3.375510874103745
339,334,8,230.54566439734194,25,75,1.2,96.82917904688361,7.838552589509627,2.3054566439734194
85,59,8,139.05304120861757,40,60,1.75,58.40227730761938,4.727803401092998,1.3905304120861757
279,106,4,208.48384745228776,36,90,2.0,52.12096186307194,3.75270925414118,0.4169676949045755
65,55,5,102.87062620295791,30,80,1.2,53.492725625538114,0.5143531310147895,0.20574125240591581
130,194,8,189.7076578130327,36,80,2.0,79.67721628147373,6.450060365643113,1.8970765781303272
305,342,9,240.33638658786765,25,80,2.0,636.8914244578492,21.63027479290809,7.690764370811765
409,109,7,55.58470096179764,30,90,1.2,138.9617524044941,14.452022250067387,8.337705144269645
462,74,1,217.47325974012716,50,75,1.5,519.761090778904,58.71778012983434,30.446256363617806
261,105,0,109.62235197246277,36,90,1.75,142.5090575642016,2.7405587993115694,0.3288670559173883
155,389,4,124.18854181151971,50,80,2.0,31.047135452879928,2.2353937526073553,0.24837708362303942
232,390,5,79.84682318289848,30,75,1.5,41.520348055107206,0.39923411591449237,0.15969364636579694
178,454,8,292.2112885245056,25,60,1.5,122.72874118029236,9.935183809833191,2.922112885245056
304,160,7,146.98981797330606,50,60,1.75,367.4745449332652,38.21735267305958,22.04847269599591
318,241,9,262.04089942946507,30,80,1.5,694.4083834880824,23.583680948651857,8.385308781742882
268,382,1,246.55493022554492,36,75,1.75,589.2662832390524,66.56983116089714,34.517690231576296
224,464,7,204.75606803135383,36,70,1.75,511.8901700783846,53.236577688151996,30.713410204703074
208,427,5,269.57786761775674,40,90,1.75,140.1804911612335,1.3478893380887838,0.5391557352355135
110,183,2,183.20453001443778,50,70,1.5,141.0674881111171,3.6640906002887554,0.1832045300144378
170,488,8,254.37788704250443,36,70,2.0,106.83871255785185,8.648848159445151,2.543778870425044
304,227,0,146.63841726272733,36,70,2.0,190.62994244154552,3.6659604315681835,0.439915251788182
142,400,9,141.96274930515563,30,75,1.75,376.2012856586624,12.776647437464005,4.54280797776498
224,216,5,75.48861775186285,36,90,1.75,39.25408123096868,0.37744308875931426,0.1509772355037257
237,406,2,200.3790392483909,50,70,2.0,154.291860221261,4.007580784967819,0.20037903924839093
158,93,2,169.3319140172482,30,60,1.75,130.3855737932811,3.386638280344964,0.1693319140172482
224,414,5,93.38942427739303,25,60,1.2,48.56250062424438,0.46694712138696515,0.18677884855478608
192,251,4,116.68893137996344,50,60,2.0,29.17223284499086,2.100400764839342,0.23337786275992686
392,322,4,260.9994263545555,50,80,1.5,65.24985658863888,4.697989674382,0.5219988527091111
191,389,10,177.9343600774136,30,75,1.5,715.2961275112026,44.4835900193534,58.71833882554649
82,229,4,239.62793857245586,50,80,2.0,59.906984643113965,4.313302894304206,0.47925587714491175
447,477,9,86.36447009287488,50,75,1.2,228.86584574611842,7.772802308358739,2.7636630429719964
274,301,3,161.9628201719505,30,90,2.0,333.64340955421807,35.63182043782911,19.43553842063406
281,211,1,124.29199499303313,25,75,1.2,297.05786803334917,33.55883864811895,17.40087929902464
433,337,9,281.23032677557956,25,90,1.2,745.2603659552858,25.31072940980216,8.999370456818546
86,250,4,167.19835291036898,40,60,1.75,41.799588227592245,3.009570352386642,0.334396705820738
403,363,0,215.19953993074117,36,60,1.5,279.7594019099635,5.3799884982685295,0.6455986197922235
379,149,4,183.52099988246198,25,80,1.2,45.880249970615495,3.303377997884316,0.36704199976492397
177,281,4,269.8453172925269,25,75,1.75,67.46132932313172,4.857215711265485,0.5396906345850537
381,251,5,291.8326185151832,25,90,1.75,151.75296162789527,1.459163092575916,0.5836652370303664
91,128,9,244.92419656452336,36,60,2.0,649.0491208959869,22.043177690807102,7.837574290064747
366,304,5,216.8348646825445,25,60,1.2,112.75412963492315,1.0841743234127226,0.433669729365089
147,467,10,189.6476004323694,50,60,2.0,762.3833537381248,47.41190010809235,62.5837081426819
267,259,1,189.33125641040692,40,60,1.75,452.5017028208726,51.119439230809874,26.506375897456973
246,57,1,171.0521142161536,30,90,1.2,408.8145529766071,46.18407083836147,23.947295990261505
237,84,2,259.60755087367215,25,90,1.5,199.89781417272755,5.192151017473443,0.25960755087367215
292,162,0,81.88734104897364,30,90,2.0,106.45354336366573,2.047183526224341,0.24566202314692093
104,130,8,134.56258579390806,40,80,1.5,56.51628603344138,4.575127916992874,1.3456258579390805
299,250,7,102.42295937970171,30,75,2.0,256.05739844925426,26.629969438722444,15.363443906955256
226,440,7,82.431570727877,40,70,2.0,206.0789268196925,21.43220838924802,12.36473560918155
399,135,10,295.8936715567105,30,60,1.2,1189.492559657976,73.97341788917763,97.64491161371447
425,97,6,277.2362806795499,50,90,2.0,429.71623505330234,36.04071648834149,30.49599087475049
321,228,7,114.39048230192995,40,75,1.75,285.9762057548249,29.74152539850179,17.158572345289492
163,488,7,197.46313355856284,40,80,2.0,493.6578338964071,51.34041472522634,29.619470033784424
131,367,5,282.74929401348345,36,80,1.2,147.0296328870114,1.4137464700674174,0.565498588026967
481,348,0,290.48816070559104,36,75,2.0,377.6346089172684,7.262204017639776,0.8714644821167732
153,209,0,151.17006460775926,25,70,1.5,196.52108399008705,3.7792516151939815,0.4535101938232778
473,121,9,102.43655192414967,36,70,2.0,271.4568625989966,9.21928967317347,3.2779696615727896
339,116,0,221.5850837177852,36,80,1.5,288.0606088331208,5.539627092944631,0.6647552511533557
364,471,3,82.66111764927793,30,70,1.75,170.28190235751254,18.185445882841144,9.919334117913351
253,85,10,87.78863984303851,30,60,1.75,352.9103321690148,21.947159960759627,28.97025114820271
72,50,5,139.61541510988206,50,75,1.2,72.60001585713867,0.6980770755494103,0.27923083021976414
165,122,3,207.4884058651523,40,70,1.5,427.4261160822137,45.647449290333505,24.898608703818272
201,284,2,190.4643205802171,25,90,2.0,146.65752684676718,3.8092864116043423,0.19046432058021712
356,156,6,56.65411392144277,25,80,1.75,87.8138765782363,7.36503480978756,6.231952531358705
457,194,2,64.86381842039722,36,60,1.5,49.94514018370586,1.2972763684079445,0.06486381842039722
151,267,6,103.44544007098128,30,70,1.2,160.340432110021,13.447907209227566,11.378998407807941
493,265,5,186.6027210749535,25,80,1.5,97.03341495897583,0.9330136053747675,0.37320544214990703
179,451,11,81.83024947003835,25,75,1.5,112.92574426865292,3.6823612261517256,1.636604989400767
427,148,4,104.35155218350255,25,90,1.75,26.087888045875637,1.878327939303046,0.2087031043670051
64,258,11,216.86257560609286,30,80,2.0,299.2703543364081,9.75881590227418,4.337251512121857
198,356,10,167.25064172135734,25,75,1.2,672.3475797198564,41.812660430339335,55.19271176804792
223,232,1,51.70474387971026,36,60,2.0,123.57433787250753,13.960280847521771,7.238664143159436
450,435,1,124.06946345164295,40,90,1.75,296.52601764942665,33.4987551319436,17.369724883230013
426,194,8,107.58838766935719,36,60,1.2,45.18712282113002,3.6580051807581446,1.0758838766935719
337,148,7,130.2541369416324,25,70,1.75,325.635342354081,33.866075604824424,19.538120541244858
329,408,3,239.01733663773126,25,75,2.0,492.3757134737264,52.58381406030088,28.682080396527752
281,262,2,124.71344897466828,50,70,1.5,96.02935571049458,2.494268979493366,0.12471344897466828
228,202,9,118.12579511218556,25,80,2.0,313.0333570472917,10.6313215600967,3.780025443589938
464,171,8,137.746468846192,36,75,1.75,57.85351691540063,4.683379940770528,1.37746468846192
429,441,5,171.2143504526344,36,60,1.2,89.03146223536989,0.856071752263172,0.3424287009052688
261,52,7,181.11071747266254,36,90,2.0,452.7767936816564,47.088786542892265,27.16660762089938
299,443,0,290.95572372265485,25,90,2.0,378.2424408394513,7.273893093066372,0.8728671711679645
490,392,11,163.8670256360718,36,70,1.2,226.13649537777906,7.37401615362323,3.2773405127214357
313,242,8,146.3304594865528,40,90,1.5,61.45879298435217,4.975235622542796,1.463304594865528
357,485,4,171.36961489600463,40,70,1.2,42.84240372400116,3.084653068128084,0.34273922979200927
449,319,1,180.0526812593583,40,60,2.0,430.3259082098664,48.61422394002675,25.207375376310164
296,363,11,231.35585600638177,25,80,1.75,319.27108128880684,10.41101352028718,4.627117120127635
142,81,2,204.27919940331094,40,90,2.0,157.29498354054942,4.085583988066219,0.20427919940331093
194,440,11,271.9763330407705,50,60,1.2,375.32733959626324,12.238934986834671,5.43952666081541
482,73,6,251.2700239751386,36,90,1.2,389.46853716146484,32.665103116768016,27.639702637265245
450,329,0,290.5958736773225,36,70,2.0,377.7746357805193,7.264896841933063,0.8717876210319676
172,392,10,220.4089033241746,50,70,1.5,886.0437913631818,55.10222583104365,72.73493809697761
156,264,6,268.83037859629053,36,60,1.2,416.68708682425034,34.94794921751777,29.571341645591957
445,130,1,261.78679044597436,25,60,1.5,625.6704291658788,70.68243342041308,36.65015066243642
372,416,8,85.92855759418057,40,60,1.5,36.08999418955584,2.92157095820214,0.8592855759418058
158,425,6,199.75990976009763,40,80,1.5,309.6278601281513,25.96878826881269,21.97359007361074
322,95,8,143.85010371451347,30,80,2.0,60.41704356009566,4.890903526293458,1.4385010371451348
400,388,10,121.17458614500502,30,80,2.0,487.12183630292014,30.293646536251256,39.987613427851656
344,234,6,252.44252451668586,25,60,1.5,391.2859130008631,32.81752818716917,27.768677696835447
81,135,3,152.42080731107194,40,80,1.2,313.9868630608082,33.53257760843583,18.290496877328632
289,490,1,269.5264131790942,40,60,1.2,644.1681274980352,72.77213155835544,37.733697845073195
411,492,2,190.93443638225094,30,75,1.75,147.01951601433322,3.8186887276450188,0.19093443638225094
486,127,3,203.406854068907,36,75,1.2,419.0181193819484,44.74950789515954,24.40882248826884
330,184,11,202.05343515038274,40,70,1.5,278.83374050752815,9.092404581767223,4.041068703007655
50,290,0,258.7338927427787,30,70,1.5,336.3540605656124,6.468347318569468,0.7762016782283362
75,164,9,117.91565331702043,50,60,1.5,312.4764812901041,10.612408798531838,3.773300906144654
74,187,5,247.85283197527838,30,80,1.75,128.88347262714476,1.2392641598763918,0.49570566395055676
448,414,5,170.65370021113574,40,60,2.0,88.73992410979059,0.8532685010556788,0.3413074004222715
68,138,6,268.64527538513306,40,75,1.75,416.40017684695624,34.923885800067296,29.55098029236464
281,405,3,201.60681574302802,40,90,1.75,415.31004043063774,44.353499463466164,24.19281788916336
443,80,6,95.15966995406279,25,60,1.5,147.49748842879734,12.370757094028164,10.467563694946907
488,394,0,59.98088003869879,25,90,1.75,77.97514405030843,1.49952200096747,0.17994264011609637
207,304,11,62.27142333345307,30,70,1.5,85.93456420016523,2.802214050005388,1.2454284666690614
208,64,4,293.38391453309424,36,70,1.2,73.34597863327356,5.280910461595697,0.5867678290661885
401,192,7,79.81310049624255,25,70,2.0,199.5327512406064,20.751406129023064,11.971965074436383
395,299,7,269.9797115905682,50,80,1.5,674.9492789764204,70.19472501354772,40.496956738585226
283,63,11,89.4712557603556,25,60,1.75,123.47033294929072,4.026206509216002,1.7894251152071121
68,348,1,160.71371792404176,50,80,1.2,384.10578583845984,43.392703839491276,22.499920509365847
480,246,11,56.64726903942972,30,80,1.75,78.17323127441301,2.5491271067743373,1.1329453807885945
327,79,9,86.66662463853248,30,60,1.5,229.66655529211107,7.799996217467923,2.7733319884330396
294,220,10,263.3113964329423,25,75,1.75,1058.5118136604278,65.82784910823557,86.89276082287095
66,487,9,87.02071371697787,40,75,1.2,230.60489134999133,7.831864234528008,2.7846628389432917
264,323,0,173.06186235412224,40,60,1.75,224.9804210603589,4.326546558853056,0.5191855870623667
413,436,10,231.75635498868272,30,60,1.75,931.6605470545044,57.93908874717068,76.4795971462653
57,304,4,246.02988486200186,25,90,1.75,61.507471215500466,4.428537927516034,0.4920597697240037
59,53,7,229.13451276498895,30,60,1.2,572.8362819124724,59.57497331889713,34.37017691474834
461,101,3,202.38090471047408,25,60,1.75,416.9046637035766,44.5237990363043,24.28570856525689
368,496,9,197.03762710040587,25,80,1.75,522.1497118160755,17.73338643903653,6.305204067212988
55,452,9,137.5772664425047,50,75,1.75,364.57975607263745,12.381953979825424,4.4024725261601505
71,312,6,89.90416044593766,30,70,1.75,139.3514486912034,11.687540857971896,9.889457649053144
368,305,4,135.3785965357385,25,80,2.0,33.844649133934624,2.436814737643293,0.270757193071477
199,140,1,54.27830747752431,50,60,1.2,129.7251548712831,14.655143018931565,7.598963046853404
99,164,5,297.98780483789693,25,75,2.0,154.95365851570642,1.4899390241894848,0.5959756096757939
370,187,2,281.0815502146207,36,60,1.5,216.43279366525792,5.621631004292413,0.28108155021462067
340,362,1,145.93865388713039,25,80,2.0,348.79338279024165,39.4034365495252,20.431411544198255
209,263,5,219.17511516411096,25,75,1.5,113.97105988533771,1.095875575820555,0.43835023032822196
80,454,5,176.10075936651276,30,80,1.5,91.57239487058663,0.8805037968325639,0.3522015187330255
460,279,7,97.81933883377523,30,75,2.0,244.5483470844381,25.433028096781563,14.672900825066284
